,Make,Model,Registration,Location,Transmission,Seats,Fuel_Type,Fuel_Eco,Insurance_Group,CO2,Milage,Year,Price(£),Price_diff,Price on New(£),Price per month,APR,Reserved,URL
637,Skoda,Rapid Spaceback 1.2 TSI 110 SE Sport,GD17XZT,Leeds,Manual,5,Petrol,57,17E,111,33772,2017,11599,4916.0,16515.0,233.12,7.9,True,https://www.availablecar.com/used-cars/skoda-rapid-spaceback-47159
638,Skoda,Fabia 1.2 TSI 110 Monte Carlo,DG17RKJ,Sutton in Ashfield,Manual,5,Petrol,58,12E,110,34844,2017,11599,4826.0,16425.0,233.12,7.9,False,https://www.availablecar.com/used-cars/skoda-fabia-46704
639,Abarth,595 1.4 T-Jet 145 3dr 17in Touring,YB67EAY,Castle Donnington,Manual,4,Petrol,47,29U,139,29299,2017,11599,3117.0,14716.0,233.12,7.9,False,https://www.availablecar.com/used-cars/abarth-595-4639
640,Ford,Focus 1.5 TDCi 120 Zetec Nav 5dr App,FY66VUS,Castle Donnington,Manual,5,Diesel,74,16E,99,39090,2016,11599,8916.0,20515.0,233.12,7.9,True,https://www.availablecar.com/used-cars/ford-focus-45683
641,Fiat,500 1.2 S 3dr,GL17CKC,Cannock,Automatic,4,Petrol,62,8U,105,19253,2017,11599,2396.0,13995.0,233.12,7.9,False,https://www.availablecar.com/used-cars/fiat-500-45443
642,Renault,Clio 1.5 dCi 90 Dynamique Nav 5dr GT Line Look,LY66HVK,Leeds,Manual,5,Diesel,85,10E,85,18607,2017,11599,5261.0,16860.0,233.12,7.9,False,https://www.availablecar.com/used-cars/renault-clio-45415
643,Vauxhall,Corsa 1.4 90 Griffin,FY69JUV,Sutton in Ashfield,Manual,5,Petrol,44,7E,124,13953,2019,11599,751.0,12350.0,233.12,7.9,False,https://www.availablecar.com/used-cars/vauxhall-corsa-45092
644,Renault,Clio 0.9 TCE 75 Play,CE19KGG,Leeds,Manual,5,Petrol,47,8E,113,16848,2019,11599,1796.0,13395.0,233.12,7.9,False,https://www.availablecar.com/used-cars/renault-clio-45043
645,Renault,Captur 0.9 TCE 90 Dynamique S Nav,AU18MOF,Leeds,Manual,5,Petrol,55,9E,114,57515,2018,11599,6641.0,18240.0,233.12,7.9,False,https://www.availablecar.com/used-cars/renault-captur-44636
646,Peugeot,108 Top! 1.0 72 Allure 5dr,BG68XVX,Castle Donnington,Automatic,4,Petrol,55,9E,95,16452,2018,11599,2491.0,14090.0,233.12,7.9,False,https://www.availablecar.com/used-cars/peugeot-108-40031
647,Kia,Picanto 1.25 X-Line,FB19AFZ,Castle Donnington,Manual,5,Petrol,47,7E,133,7214,2019,11599,576.0,12175.0,233.12,7.9,False,https://www.availablecar.com/used-cars/kia-picanto-25240
648,Vauxhall,Corsa 1.4T 150 Black Edition,YS18VYZ,Cannock,Manual,5,Petrol,49,21E,132,22922,2018,11699,6766.0,18465.0,235.13,7.9,False,https://www.availablecar.com/used-cars/vauxhall-corsa-62855
649,Vauxhall,Corsa 1.4T 150 Black Edition,FE18LTK,Sutton in Ashfield,Manual,5,Petrol,49,21E,132,21125,2018,11699,6766.0,18465.0,235.13,7.9,False,https://www.availablecar.com/used-cars/vauxhall-corsa-59860
650,Suzuki,Ignis 1.2 Dualjet SZ-T,KK68ZSP,Castle Donnington,Manual,4,Petrol Hybrid,54,17E,98,16051,2019,11699,1450.0,13149.0,235.13,7.9,False,https://www.availablecar.com/used-cars/suzuki-ignis-59517
651,Peugeot,108 1.0 Allure 5dr,FY18XTH,Leeds,Automatic,4,Petrol,67,7E,97,3660,2018,11699,961.0,12660.0,235.13,7.9,False,https://www.availablecar.com/used-cars/peugeot-108-59294
652,Fiat,500 1.2 Lounge 3dr,BJ17LGN,Cannock,Automatic,4,Petrol,62,8U,105,15408,2017,11699,2146.0,13845.0,235.13,7.9,False,https://www.availablecar.com/used-cars/fiat-500-53441
653,Hyundai,I20 1.2 S Air,EO68ECY,Leeds,Manual,5,Petrol,55,4E,119,10480,2018,11699,741.0,12440.0,235.13,7.9,False,https://www.availablecar.com/used-cars/hyundai-i20-45064
654,Peugeot,208 1.2 PureTech 110 Allure,BL67UTO,Cannock,Manual,5,Petrol,65,15E,99,16378,2017,11699,6570.0,18269.0,235.13,7.9,False,https://www.availablecar.com/used-cars/peugeot-208-42841
655,Renault,Megane 1.2 TCE Dynamique S Nav,LK66YBB,Sutton in Ashfield,Manual,5,Petrol,52,14E,120,44426,2016,11699,7346.0,19045.0,235.13,7.9,False,https://www.availablecar.com/used-cars/renault-megane-41270
656,Vauxhall,Corsa 1.4T 100 SE,DA18UER,Castle Donnington,Manual,5,Petrol,55,10E,119,17981,2018,11699,3921.0,15620.0,235.13,7.9,False,https://www.availablecar.com/used-cars/vauxhall-corsa-37228
657,Mini,One 1.2 5dr Pepper Pack 16in Alloys Visual,OY65WFK,Castle Donnington,Manual,5,Petrol,58,12E,112,22288,2015,11699,2781.0,14480.0,235.13,7.9,False,https://www.availablecar.com/used-cars/mini-hatch-36969
658,Renault,Clio 1.5 dCi 90 GT Line,HN68UKX,Castle Donnington,Manual,5,Diesel,57,10E,106,37328,2018,11699,5931.0,17630.0,235.13,7.9,False,https://www.availablecar.com/used-cars/renault-clio-34488
659,Renault,Captur 1.5 dCi 90 Dynamique Nav 5dr,FG65CFL,Leeds,Automatic,5,Diesel,72,11E,103,29936,2015,11699,5746.0,17445.0,235.13,7.9,False,https://www.availablecar.com/used-cars/renault-captur-29346
660,Mini,Cooper 1.5 5dr Chilli Pack Visual,VO15OPS,Castle Donnington,Manual,5,Petrol,60,18E,109,38748,2015,11799,4231.0,16030.0,237.14,7.9,False,https://www.availablecar.com/used-cars/mini-hatch-63679
661,Peugeot,208 1.5 BlueHDi 100 Tech Edition,CY68DTK,Cannock,Manual,5,Diesel,67,18E,97,22514,2018,11799,5941.0,17740.0,237.14,7.9,False,https://www.availablecar.com/used-cars/peugeot-208-61640
662,Seat,Leon 1.4 EcoTSI 150 FR Technology,DV16XKJ,Leeds,Manual,5,Petrol,60,21E,110,39049,2016,11799,9456.0,21255.0,237.14,7.9,False,https://www.availablecar.com/used-cars/seat-leon-61333
663,Ford,Mondeo 1.5 TDCi ECOnetic Titanium Nav,MK17FDL,Sutton in Ashfield,Manual,5,Diesel,78,17E,94,71225,2017,11799,13041.0,24840.0,237.14,7.9,True,https://www.availablecar.com/used-cars/ford-mondeo-60748
664,Mini,Cooper 1.5,FR10KAZ,Cannock,Manual,4,Petrol,62,18E,105,22148,2016,11799,3771.0,15570.0,237.14,7.9,False,https://www.availablecar.com/used-cars/mini-hatch-59907
665,Suzuki,Ignis 1.2 Dualjet SZ5,HD17KWZ,Castle Donnington,Manual,4,Petrol Hybrid,65,17E,97,31329,2017,11799,1145.0,12944.0,237.14,7.9,False,https://www.availablecar.com/used-cars/suzuki-ignis-55331
666,DS,DS3 1.2 PureTech 110 Ines de la Fressange,MC17JCZ,Castle Donnington,Manual,5,Petrol,65,22E,100,20684,2017,11799,8336.0,20135.0,237.14,7.9,False,https://www.availablecar.com/used-cars/ds-automobiles-ds-3-54907
667,Honda,Jazz 1.4 i-VTEC EX 5dr,OE65JWN,Cannock,Automatic,5,Petrol,51,,128,25150,2015,11799,5241.0,17040.0,237.14,7.9,False,https://www.availablecar.com/used-cars/honda-jazz-54209
668,Vauxhall,Astra Estate 1.6 CDTi 110 Tech Line 5dr,FN67FYM,Castle Donnington,Manual,5,Diesel,83,13E,89,29142,2017,11799,8711.0,20510.0,237.14,7.9,False,https://www.availablecar.com/used-cars/vauxhall-astra-53363
669,Volkswagen,Polo 1.2 TSI 90 Match,FE66OJL,Cannock,Manual,5,Petrol,,15E,107,31068,2016,11799,2881.0,14680.0,237.14,7.9,False,https://www.availablecar.com/used-cars/volkswagen-polo-52967
670,Vauxhall,Corsa 1.4 90 SRi VX-Line Nav Black,DP19ZCV,Cannock,Manual,5,Petrol,44,8E,130,11242,2019,11799,6271.0,18070.0,237.14,7.9,False,https://www.availablecar.com/used-cars/vauxhall-corsa-52914
671,Suzuki,Ignis 1.2 Dualjet SZ-T,FH68VXW,Cannock,Manual,4,Petrol Hybrid,54,17E,98,12886,2019,11799,1350.0,13149.0,237.14,7.9,False,https://www.availablecar.com/used-cars/suzuki-ignis-52468
672,Suzuki,Ignis 1.2 Dualjet SZ-T 5dr,LS18ZGY,Cannock,Automatic,4,Petrol,61,15E,104,36596,2018,11799,1805.0,13604.0,237.14,7.9,True,https://www.availablecar.com/used-cars/suzuki-ignis-51938
673,Vauxhall,Astra 1.4T 150 SRi,BG17FXE,Cannock,Manual,5,Petrol,51,16E,128,25895,2017,11799,8121.0,19920.0,237.14,7.9,False,https://www.availablecar.com/used-cars/vauxhall-astra-51747
674,Volkswagen,Up 1.0 90 High Up,GK68YCY,Leeds,Manual,4,Petrol,55,10E,96,10072,2018,11799,801.0,12600.0,237.14,7.9,False,https://www.availablecar.com/used-cars/volkswagen-up-51484
675,Mini,Cooper 1.5 5dr Chili Pack Visual,ND64UJR,Sutton in Ashfield,Manual,5,Petrol,60,22E,109,28464,2014,11799,4046.0,15845.0,237.14,7.9,False,https://www.availablecar.com/used-cars/mini-hatch-49888
676,Honda,Jazz 1.3 i-VTEC SE 5dr,DK16BPU,Castle Donnington,Automatic,5,Petrol,58,13E,111,33838,2016,11799,4241.0,16040.0,237.14,7.9,False,https://www.availablecar.com/used-cars/honda-jazz-45685
677,Vauxhall,Corsa 1.4 90 SRi Vx-Line Nav Black,DY68EDJ,Castle Donnington,Manual,5,Petrol,49,8E,131,6453,2018,11799,5831.0,17630.0,237.14,7.9,False,https://www.availablecar.com/used-cars/vauxhall-corsa-44903
678,DS,DS3 1.6 THP 210 Performance,LD17BFN,Cannock,Manual,5,Petrol,52,36A,125,57142,2017,11799,11341.0,23140.0,237.14,7.9,False,https://www.availablecar.com/used-cars/ds-automobiles-ds-3-43150
679,Renault,Clio 1.2 TCE Dynamique S Nav,HV66MWC,Castle Donnington,Manual,5,Petrol,53,14E,118,27298,2016,11799,5061.0,16860.0,237.14,7.9,False,https://www.availablecar.com/used-cars/renault-clio-42827
680,Volkswagen,Polo 1.6 TDI 80 SE,NG18WBP,Castle Donnington,Manual,5,Diesel,57,6E,97,62090,2018,11799,5456.0,17255.0,237.14,7.9,False,https://www.availablecar.com/used-cars/volkswagen-polo-42099
681,Vauxhall,Corsa 1.4 90 SRi Vx-Line Black,DN19ZGM,Sutton in Ashfield,Manual,5,Petrol,44,8E,130,15708,2019,11799,6271.0,18070.0,237.14,7.9,False,https://www.availablecar.com/used-cars/vauxhall-corsa-41474
682,Citroen,C3 1.2 PureTech 82 Flair,RK68PVE,Leeds,Manual,5,Petrol,58,11E,110,21619,2018,11799,3751.0,15550.0,237.14,7.9,False,https://www.availablecar.com/used-cars/citroen-c3-41407
683,Ford,Fiesta 1.0 E/B 100 Zetec Nav 3dr City,CK67ATV,Leeds,Manual,5,Petrol,65,10E,97,14582,2017,11799,2821.0,14620.0,237.14,7.9,False,https://www.availablecar.com/used-cars/ford-fiesta-39264
684,Toyota,Aygo 1.0 VVT-i X-Plore 5dr,LX68ZFR,Castle Donnington,Automatic,4,Petrol,67,7E,95,25588,2018,11799,1351.0,13150.0,237.14,7.9,False,https://www.availablecar.com/used-cars/toyota-aygo-37075
685,Vauxhall,Mokka 1.4T Exclusiv 5dr,YS66NMJ,Cannock,Manual,5,Petrol,44,12E,145,22418,2017,11799,7525.0,19324.0,237.14,7.9,False,https://www.availablecar.com/used-cars/vauxhall-mokka-36712
686,Vauxhall,Corsa 1.4 90 SRi Nav,VU19RZZ,Cannock,Manual,5,Petrol,44,8E,128,9489,2019,11799,5581.0,17380.0,237.14,7.9,False,https://www.availablecar.com/used-cars/vauxhall-corsa-20530
687,Kia,Ceed 1.6 GDi 2,LB67CNC,Cannock,Manual,5,Petrol,52,12E,124,24993,2018,11899,6541.0,18440.0,239.15,7.9,False,https://www.availablecar.com/used-cars/kia-ceed-61651
688,Mercedes-Benz,B B180 1.5 CDi Sport,SF64XDK,Leeds,Manual,5,Diesel,62,23E,117,36993,2014,11899,12121.0,24020.0,239.15,7.9,False,https://www.availablecar.com/used-cars/mercedes-benz-b-class-56531
689,Vauxhall,Mokka 1.6 CDTi 136 Limited Edition 5dr,FH16AUX,Castle Donnington,Manual,5,Diesel,65,15E,114,22280,2016,11899,10753.0,22652.0,239.15,7.9,True,https://www.availablecar.com/used-cars/vauxhall-mokka-56497
690,Vauxhall,Astra 1.4T 150 Elite Nav,EO17VTU,Sutton in Ashfield,Manual,5,Petrol,51,18E,128,49871,2017,11899,9441.0,21340.0,239.15,7.9,False,https://www.availablecar.com/used-cars/vauxhall-astra-55429
691,Peugeot,208 1.2 PureTech 82 Tech Edition 5dr Pan,RA19EUO,Leeds,Manual,5,Petrol,51,12E,110,22800,2019,11899,4351.0,16250.0,239.15,7.9,False,https://www.availablecar.com/used-cars/peugeot-208-55351
692,Citroen,C4 Cactus 1.6 BlueHDi 100 Flair,DX18XEE,Leeds,Manual,5,Diesel,78,18A,95,38628,2018,11899,7686.0,19585.0,239.15,7.9,False,https://www.availablecar.com/used-cars/citroen-c4-cactus-54920
693,Ford,Focus 1.5 TDCi 95 Zetec Edition,FP17EAF,Castle Donnington,Manual,5,Diesel,74,13E,99,44518,2017,11899,8241.0,20140.0,239.15,7.9,False,https://www.availablecar.com/used-cars/ford-focus-54777
694,Hyundai,I20 1.2 SE,EN68YGA,Leeds,Manual,5,Petrol,46,9E,126,22629,2019,11899,3376.0,15275.0,239.15,7.9,False,https://www.availablecar.com/used-cars/hyundai-i20-53981
695,Nissan,Micra 0.9 IG-T 90 Acenta,EU18LHG,Castle Donnington,Manual,5,Petrol,64,5E,99,11730,2018,11899,3341.0,15240.0,239.15,7.9,False,https://www.availablecar.com/used-cars/nissan-micra-53757
696,Vauxhall,Insignia 1.6 Turbo D 110 Design,VK17MVU,Sutton in Ashfield,Manual,5,Diesel,70,13E,105,60967,2017,11899,6531.0,18430.0,239.15,7.9,False,https://www.availablecar.com/used-cars/vauxhall-insignia-53258
697,Fiat,500X 1.4 Multiair 140 Cross Plus 5dr,WR65BVU,Cannock,Manual,5,Petrol,47,12E,139,32386,2015,11899,8261.0,20160.0,239.15,7.9,False,https://www.availablecar.com/used-cars/fiat-500x-52418
698,Citroen,C4 Cactus 1.2 PureTech 82 Feel Edition,LC18XYR,Sutton in Ashfield,Manual,5,Petrol,60,11E,108,39187,2018,11899,5171.0,17070.0,239.15,7.9,False,https://www.availablecar.com/used-cars/citroen-c4-cactus-52172
699,Nissan,Juke 1.6 DiG-T 190 Tekna 5dr 2WD Exterior Plus Pack Comfort,YB64HJG,Cannock,Manual,5,Petrol,47,20E,139,19227,2014,11899,7016.0,18915.0,239.15,7.9,False,https://www.availablecar.com/used-cars/nissan-juke-52167
700,Vauxhall,Corsa 1.4 90 SRI Vx-Line Nav Black,DM19AGU,Cannock,Manual,5,Petrol,44,8E,130,9933,2019,11899,6171.0,18070.0,239.15,7.9,False,https://www.availablecar.com/used-cars/vauxhall-corsa-47382
701,Vauxhall,Corsa 1.4 90 SRi Nav,VO19NPX,Cannock,Manual,5,Petrol,44,8E,128,7108,2019,11899,5481.0,17380.0,239.15,7.9,False,https://www.availablecar.com/used-cars/vauxhall-corsa-46870
702,Ford,Fiesta 1.6 E/B 180 ST,CT60REY,Cannock,Manual,5,Petrol,47,30E,138,41906,2016,11899,5811.0,17710.0,239.15,7.9,False,https://www.availablecar.com/used-cars/ford-fiesta-42107
703,Vauxhall,Corsa 1.4 90 SRi Vx-Line Nav Black,DM19AFA,Sutton in Ashfield,Manual,5,Petrol,44,8E,130,10339,2019,11899,6171.0,18070.0,239.15,7.9,False,https://www.availablecar.com/used-cars/vauxhall-corsa-41409
704,Vauxhall,Crossland X 1.2 Elite,SK18MYT,Cannock,Manual,5,Petrol,55,8E,117,46953,2018,11899,5921.0,17820.0,239.15,7.9,False,https://www.availablecar.com/used-cars/vauxhall-crossland-x-39589
705,MG,MG3 1.5 VTi-TECH Exclusive,NA20OYL,Leeds,Manual,5,Petrol,42,8E,152,3204,2020,11899,632.0,12531.0,239.15,7.9,False,https://www.availablecar.com/used-cars/mg-mg3-38808
706,Renault,Clio 1.5 dCi 90 GT Line,HN68UTG,Castle Donnington,Manual,5,Diesel,57,10E,106,21307,2018,11899,5731.0,17630.0,239.15,7.9,False,https://www.availablecar.com/used-cars/renault-clio-32413
707,Renault,Clio 0.9 TCE 90 Play,FN19OGC,Castle Donnington,Manual,5,Petrol,47,7E,113,8520,2019,11899,1976.0,13875.0,239.15,7.9,False,https://www.availablecar.com/used-cars/renault-clio-28592
708,Fiat,500 1.2 Lounge 3dr,WR18JXU,Cannock,Automatic,4,Petrol,46,8U,105,19554,2018,11899,2171.0,14070.0,239.15,7.9,False,https://www.availablecar.com/used-cars/fiat-500-20198
709,Peugeot,208 1.2 PureTech 82 Tech Edition 5dr Pan,YB68JXK,Castle Donnington,Manual,5,Petrol,51,12E,110,16779,2018,11999,3666.0,15665.0,241.16,7.9,False,https://www.availablecar.com/used-cars/peugeot-208-63653
710,Renault,Clio 0.9 TCE 90 Play,BS19BXP,Cannock,Manual,5,Petrol,47,7E,113,6263,2019,11999,1876.0,13875.0,241.16,7.9,False,https://www.availablecar.com/used-cars/renault-clio-63307
711,Vauxhall,Corsa 1.4 Griffin,FY69UEK,Castle Donnington,Manual,5,Petrol,44,7E,128,7780,2019,11999,1051.0,13050.0,241.16,7.9,False,https://www.availablecar.com/used-cars/vauxhall-corsa-63120
712,Citroen,C4 Picasso 1.6 BlueHDi 120 Exclusive 5dr,YR65NLE,Cannock,Automatic,5,Diesel,72,20E,101,28583,2015,11999,11381.0,23380.0,241.16,7.9,False,https://www.availablecar.com/used-cars/citroen-c4-picasso-62618
713,BMW,1 116d 1.5 Sport 5dr,YL16VHU,Castle Donnington,Manual,5,Diesel,72,15E,103,53721,2016,11999,10656.0,22655.0,241.16,7.9,False,https://www.availablecar.com/used-cars/bmw-1-series-62316
714,Vauxhall,Mokka X 1.6 CDTi 136 Active 5dr,BK67TZJ,Cannock,Manual,5,Diesel,68,15E,106,55405,2017,11999,10361.0,22360.0,241.16,7.9,False,https://www.availablecar.com/used-cars/vauxhall-mokka-x-61671
715,Vauxhall,Corsa 1.4 90 Griffin,DG69WBX,Cannock,Manual,5,Petrol,44,7E,123,16918,2019,11999,1611.0,13610.0,241.16,7.9,False,https://www.availablecar.com/used-cars/vauxhall-corsa-61663
716,Nissan,Qashqai 1.6 dCi N-Tec+ 5dr,KO15XWU,Castle Donnington,Manual,5,Diesel,61,18E,120,55343,2015,11999,13196.0,25195.0,241.16,7.9,False,https://www.availablecar.com/used-cars/nissan-qashqai-61590
717,Ford,Kuga 2.0 TDCi 150 Titanium 5dr 2WD App Pack Convenience,FA15DYB,Castle Donnington,Manual,5,Diesel,60,23E,122,52683,2015,11999,12291.0,24290.0,241.16,7.9,True,https://www.availablecar.com/used-cars/ford-kuga-61588
718,Jeep,Renegade 1.6 Multijet Longitude 5dr,YS65WMD,Sutton in Ashfield,Manual,5,Diesel,64,13E,115,37018,2016,11999,8841.0,20840.0,241.16,7.9,True,https://www.availablecar.com/used-cars/jeep-renegade-61312
719,Volkswagen,Polo 1.4 TDI 90 R-Line,RF65XUD,Castle Donnington,Manual,5,Diesel,78,16E,93,41788,2015,11999,6046.0,18045.0,241.16,7.9,False,https://www.availablecar.com/used-cars/volkswagen-polo-61007
720,Ford,Focus 1.0 E/B 125 Titanium Nav,EF16YXG,Leeds,Manual,5,Petrol,60,12E,108,21283,2016,11999,8541.0,20540.0,241.16,7.9,False,https://www.availablecar.com/used-cars/ford-focus-60759
721,Nissan,Micra 1.0 IG 71 Acenta 5dr Vision,MT68EBP,Castle Donnington,Manual,5,Petrol,46,1E,121,5197,2018,11999,2876.0,14875.0,241.16,7.9,False,https://www.availablecar.com/used-cars/nissan-micra-60077
722,Suzuki,Vitara 1.6 SZ4 5dr,FX67XWD,Leeds,Manual,5,Petrol,53,12E,123,33188,2017,11999,2785.0,14784.0,241.16,7.9,False,https://www.availablecar.com/used-cars/suzuki-vitara-59595
723,Citroen,C3 1.2 PureTech 82 Feel,FA19XXF,Castle Donnington,Manual,5,Petrol,51,11E,99,16671,2019,11999,3086.0,15085.0,241.16,7.9,False,https://www.availablecar.com/used-cars/citroen-c3-58694
724,Peugeot,3008 1.6 BlueHDi 120 Allure 5dr,WU65LJF,Cannock,Automatic,5,Diesel,65,20E,112,32859,2015,11999,,,241.16,7.9,True,https://www.availablecar.com/used-cars/peugeot-3008-56350
725,Volkswagen,Up 1.0 75 High Up,HD19AWO,Cannock,Manual,4,Petrol,52,4E,95,18250,2019,11999,126.0,12125.0,241.16,7.9,False,https://www.availablecar.com/used-cars/volkswagen-up-55782
726,Vauxhall,Astra 1.4T 150 SRi Nav 5dr,DT66BGX,Castle Donnington,Automatic,5,Petrol,51,16E,127,40213,2016,11999,9091.0,21090.0,241.16,7.9,False,https://www.availablecar.com/used-cars/vauxhall-astra-55320
727,Kia,Picanto 1.25 GT-Line S,YW17NHJ,Leeds,Manual,5,Petrol,61,7E,106,11370,2017,11999,1756.0,13755.0,241.16,7.9,False,https://www.availablecar.com/used-cars/kia-picanto-42098
728,Volkswagen,Polo 1.2 TSI 90 Match,FL66ZGW,Castle Donnington,Manual,5,Petrol,,15E,107,27547,2016,11999,2681.0,14680.0,241.16,7.9,False,https://www.availablecar.com/used-cars/volkswagen-polo-40575
729,Citroen,C3 1.2 PureTech 82 Flair,LB68TKJ,Sutton in Ashfield,Manual,5,Petrol,51,11E,110,18345,2019,11999,3191.0,15190.0,241.16,7.9,False,https://www.availablecar.com/used-cars/citroen-c3-33983
730,Vauxhall,Corsa 1.4 75 Energy,ST69CUX,Sutton in Ashfield,Manual,5,Petrol,44,3E,128,8275,2019,11999,3161.0,15160.0,241.16,7.9,False,https://www.availablecar.com/used-cars/vauxhall-corsa-30979
731,Peugeot,308 2.0 BlueHDi 150 GT Line,KY66XPF,Sutton in Ashfield,Manual,5,Diesel,72,26E,102,44409,2016,12099,12276.0,24375.0,243.17,7.9,False,https://www.availablecar.com/used-cars/peugeot-308-59054
732,Renault,Captur 0.9 TCE 90 Iconic Nav,NA16VYL,Cannock,Manual,5,Petrol,55,9E,114,33123,2016,12099,6241.0,18340.0,243.17,7.9,False,https://www.availablecar.com/used-cars/renault-captur-58363
733,Nissan,Micra 0.9 IG-T 90 Acenta 5dr Vision,SY68KFO,Cannock,Manual,5,Petrol,47,5E,118,14968,2018,12099,3666.0,15765.0,243.17,7.9,False,https://www.availablecar.com/used-cars/nissan-micra-58269
734,Vauxhall,Astra 1.0T 105 SRi,HN18WKH,Cannock,Manual,5,Petrol,62,10E,104,27800,2018,12099,8101.0,20200.0,243.17,7.9,False,https://www.availablecar.com/used-cars/vauxhall-astra-58266
735,Ford,Focus 1.5 TDCi Zetec Edition,EK67KYF,Leeds,Manual,5,Diesel,74,14E,99,50030,2017,12099,8541.0,20640.0,243.17,7.9,False,https://www.availablecar.com/used-cars/ford-focus-58099
736,Citroen,Berlingo Multispace 1.6 BlueHDi 100 Feel 5dr,ASZ2947,Castle Donnington,Automatic,5,Diesel,67,14E,109,4347129,2017,12099,6136.0,18235.0,243.17,7.9,False,https://www.availablecar.com/used-cars/citroen-berlingo-58059
737,Vauxhall,Mokka 1.6i SE 5dr,CE66EBZ,Castle Donnington,Manual,5,Petrol,40,7E,159,30810,2016,12099,9015.0,21114.0,243.17,7.9,False,https://www.availablecar.com/used-cars/vauxhall-mokka-57715
738,Citroen,C3 1.2 PureTech 68 Feel,BD68PCO,Leeds,Manual,5,Petrol,49,8E,113,6858,2018,12099,1701.0,13800.0,243.17,7.9,False,https://www.availablecar.com/used-cars/citroen-c3-56756
739,Audi,A1 1.0 TFSI 95 Sport,CK16WSF,Sutton in Ashfield,Manual,4,Petrol,67,15E,97,31534,2016,12099,4351.0,16450.0,243.17,7.9,False,https://www.availablecar.com/used-cars/audi-a1-56621
740,Citroen,C3 1.2 PureTech 82 Flair Nav Edition,LF19XYM,Castle Donnington,Manual,5,Petrol,51,8E,109,26542,2019,12099,5236.0,17335.0,243.17,7.9,False,https://www.availablecar.com/used-cars/citroen-c3-55781
741,Peugeot,2008 1.2 PureTech 82 Allure,GF67BYO,Castle Donnington,Manual,5,Petrol,57,10E,114,43179,2017,12099,5336.0,17435.0,243.17,7.9,False,https://www.availablecar.com/used-cars/peugeot-2008-55330
742,Suzuki,Ignis 1.2 Dualjet Adventure,AA55MAW,Sutton in Ashfield,Manual,4,Petrol,61,17E,104,21488,2018,12099,1705.0,13804.0,243.17,7.9,False,https://www.availablecar.com/used-cars/suzuki-ignis-55315
743,Skoda,Octavia 1.6 TDI 110 SE Sport,NX17WDU,Leeds,Manual,5,Diesel,74,15E,100,44104,2017,12099,9146.0,21245.0,243.17,7.9,False,https://www.availablecar.com/used-cars/skoda-octavia-54911
744,Vauxhall,Mokka 1.4T SE 5dr,AP16AHV,Cannock,Manual,5,Petrol,44,13E,145,19634,2016,12099,9625.0,21724.0,243.17,7.9,False,https://www.availablecar.com/used-cars/vauxhall-mokka-54814
745,Nissan,Micra 0.9 IG-T N-Connecta 5dr Exterior Plus Pack Interior,FE68NLL,Sutton in Ashfield,Manual,5,Petrol,47,5E,118,21723,2018,12099,4891.0,16990.0,243.17,7.9,False,https://www.availablecar.com/used-cars/nissan-micra-54241
746,Vauxhall,Corsa 1.4 90 Griffin,SH69HLE,Castle Donnington,Manual,5,Petrol,44,7E,123,16306,2019,12099,1511.0,13610.0,243.17,7.9,False,https://www.availablecar.com/used-cars/vauxhall-corsa-53787
747,Renault,Clio 1.5 dCi 90 GT Line,LGZ1157,Castle Donnington,Manual,5,Diesel,57,10E,106,2629311,2018,12099,5531.0,17630.0,243.17,7.9,False,https://www.availablecar.com/used-cars/renault-clio-53592
748,Fiat,500 1.2 Rock Star 3dr Privacy,NA69GNY,Sutton in Ashfield,Manual,4,Petrol,51,8U,116,4459,2019,12099,3241.0,15340.0,243.17,7.9,False,https://www.availablecar.com/used-cars/fiat-500-51961
749,Ford,Fiesta 1.1 Zetec,NK67XCO,Castle Donnington,Manual,5,Petrol,64,5E,101,7462,2017,12099,2571.0,14670.0,243.17,7.9,False,https://www.availablecar.com/used-cars/ford-fiesta-51903
