,Make,Model,Registration,Location,Transmission,Seats,Fuel_Type,Fuel_Eco,Insurance_Group,CO2,Milage,Year,Price(£),Price_diff,Price on New(£),Price per month,APR,Reserved,URL
253,DS,DS3 1.6 BlueHDi 120 Prestige,AU16NFC,Castle Donnington,Manual,5,Diesel,78,26E,94,31507,2016,9499,9941.0,19440.0,199.39,9.9,True,https://www.availablecar.com/used-cars/ds-automobiles-ds-3-19506
254,Fiat,500 1.2 Lounge,WV18OHS,Cannock,Manual,4,Petrol,46,8U,110,20832,2018,9599,3571.0,13170.0,201.49,9.9,False,https://www.availablecar.com/used-cars/fiat-500-62332
255,Kia,Venga 1.4 2,LB18EUC,Cannock,Manual,5,Petrol,50,9E,130,27426,2018,9599,4841.0,14440.0,201.49,9.9,False,https://www.availablecar.com/used-cars/kia-venga-56143
256,Vauxhall,Corsa 1.4 75 SRi,SB17AOM,Castle Donnington,Manual,5,Petrol,55,3E,118,17172,2017,9599,3216.0,12815.0,201.49,9.9,False,https://www.availablecar.com/used-cars/vauxhall-corsa-55808
257,Suzuki,Swift 1.6 Sport 5dr,SJ16NKT,Leeds,Manual,5,Petrol,44,,147,55027,2016,9599,4700.0,14299.0,201.49,9.9,False,https://www.availablecar.com/used-cars/suzuki-swift-55350
258,Ford,Fiesta 1.25 Zetec Nav,BP66AZW,Cannock,Manual,5,Petrol,54,7E,122,20178,2016,9599,3891.0,13490.0,201.49,9.9,False,https://www.availablecar.com/used-cars/ford-fiesta-55056
259,Vauxhall,Mokka 1.6 CDTi 136 Tech Line 5dr,FP66DNE,Cannock,Manual,5,Diesel,65,14E,114,62827,2016,9599,9410.0,19009.0,201.49,9.9,True,https://www.availablecar.com/used-cars/vauxhall-mokka-54601
260,Fiat,500 1.2 Lounge,PO68LWA,Castle Donnington,Manual,4,Petrol,46,8U,116,22038,2018,9599,3741.0,13340.0,201.49,9.9,False,https://www.availablecar.com/used-cars/fiat-500-53825
261,Fiat,500 1.2 Lounge 3dr Pan,BX68MWG,Sutton in Ashfield,Manual,4,Petrol,46,8U,110,33488,2018,9599,3741.0,13340.0,201.49,9.9,False,https://www.availablecar.com/used-cars/fiat-500-51142
262,Fiat,500 1.2 Lounge,MV18GSZ,Sutton in Ashfield,Manual,4,Petrol,46,8U,110,19688,2018,9599,3571.0,13170.0,201.49,9.9,False,https://www.availablecar.com/used-cars/fiat-500-50993
263,Hyundai,I20 1.2 SE,SH66ZGP,Castle Donnington,Manual,5,Petrol,56,5E,115,8792,2016,9599,3371.0,12970.0,201.49,9.9,False,https://www.availablecar.com/used-cars/hyundai-i20-47225
264,Peugeot,208 1.2 PureTech 82 Black Edition,BN17ZRX,Cannock,Manual,5,Petrol,62,10E,104,20195,2017,9599,4941.0,14540.0,201.49,9.9,False,https://www.availablecar.com/used-cars/peugeot-208-44488
265,Ford,B-Max 1.5 TDCI Zetec Nav,BK17PNN,Castle Donnington,Manual,5,Petrol,47,10E,139,38540,2017,9599,6291.0,15890.0,201.49,9.9,False,https://www.availablecar.com/used-cars/ford-b-max-40586
266,Fiat,500 1.2 S,LC67TWK,Cannock,Manual,4,Petrol,45,8U,110,14967,2017,9599,3721.0,13320.0,201.49,9.9,False,https://www.availablecar.com/used-cars/fiat-500-37264
267,Peugeot,208 1.6 BlueHDi 120 GT Line,SA17KBY,Cannock,Manual,5,Diesel,78,23D,94,55504,2017,9599,8896.0,18495.0,201.49,9.9,False,https://www.availablecar.com/used-cars/peugeot-208-33957
268,Kia,Picanto 1.25 2,ST68AZX,Castle Donnington,Manual,5,Petrol,49,8E,129,25511,2018,9599,1756.0,11355.0,201.49,9.9,False,https://www.availablecar.com/used-cars/kia-picanto-31871
269,Peugeot,108 1.0 Active 5dr,BT65KSF,Castle Donnington,Automatic,4,Petrol,67,7E,97,8422,2015,9599,1841.0,11440.0,201.49,9.9,True,https://www.availablecar.com/used-cars/peugeot-108-31171
270,Volkswagen,Up 1.0 60 Move Up 5dr 15in,AO68AOY,Castle Donnington,Manual,4,Petrol,54,1E,95,10904,2018,9599,971.0,10570.0,201.49,9.9,False,https://www.availablecar.com/used-cars/volkswagen-up-11703
271,Peugeot,108 1.0 Allure,WG68JYB,Castle Donnington,Manual,4,Petrol,57,8E,93,5516,2018,9699,2891.0,12590.0,203.59,9.9,False,https://www.availablecar.com/used-cars/peugeot-108-63654
272,DS,DS3 Cabrio 1.6 BlueHDi 120 Prestige,LC66LHK,Leeds,Manual,5,Diesel,78,28A,94,36149,2016,9699,12341.0,22040.0,203.59,9.9,False,https://www.availablecar.com/used-cars/ds-automobiles-ds-3-cabrio-61678
273,Fiat,500x 1.6 E-torQ Pop Star 5dr,BV66FJA,Cannock,Manual,5,Petrol,44,8E,147,53093,2017,9699,6446.0,16145.0,203.59,9.9,False,https://www.availablecar.com/used-cars/fiat-500x-59098
274,MG,MG3 1.5 VTi-TECH Excite,BC19HNX,Leeds,Manual,5,Petrol,42,7E,152,26385,2019,9699,1437.0,11136.0,203.59,9.9,False,https://www.availablecar.com/used-cars/mg-mg3-57386
275,Fiat,500C 1.2 S 2dr Dualogic 16in,EF15HSG,Cannock,Automatic,4,Petrol,61,12U,108,16760,2015,9699,5966.0,15665.0,203.59,9.9,True,https://www.availablecar.com/used-cars/fiat-500c-54676
276,Mini,One 1.2 3dr Pepper Pack,NA64SVS,Sutton in Ashfield,Manual,4,Petrol,61,12E,108,39698,2014,9699,4886.0,14585.0,203.59,9.9,False,https://www.availablecar.com/used-cars/mini-hatch-51597
277,Vauxhall,Viva 1.0 Rocks,LE19VBU,Leeds,Manual,5,Petrol,46,5E,118,26752,2019,9699,2321.0,12020.0,203.59,9.9,False,https://www.availablecar.com/used-cars/vauxhall-viva-47530
278,Ford,Ecosport 1.0 E/B 125 Titanium 5dr 2WD 17in,NX16HDA,Sutton in Ashfield,Manual,5,Petrol,52,11E,125,55153,2016,9699,,,203.59,9.9,False,https://www.availablecar.com/used-cars/ford-ecosport-36293
279,Vauxhall,Adam 1.2 Jam,HF67XHH,Cannock,Manual,4,Petrol,53,3E,125,2455,2017,9699,2966.0,12665.0,203.59,9.9,False,https://www.availablecar.com/used-cars/vauxhall-adam-20470
280,Smart,Fortwo Coupe 0.9 Turbo Prime Premium 2dr,AV67TZC,Castle Donnington,Automatic,2,Petrol,68,8E,96,29555,2017,9699,4626.0,14325.0,203.59,9.9,False,https://www.availablecar.com/used-cars/smart-fortwo-16611
281,Citroen,C4 Picasso 1.6 BlueHDi 120 Selection,SE16VHK,Leeds,Manual,5,Diesel,74,20A,100,54946,2016,9799,11566.0,21365.0,205.69,9.9,False,https://www.availablecar.com/used-cars/citroen-c4-picasso-60758
282,DS,DS4 1.6 BlueHDi 120 Elegance,CF65CAV,Sutton in Ashfield,Manual,5,Diesel,74,20E,100,30146,2016,9799,11391.0,21190.0,205.69,9.9,False,https://www.availablecar.com/used-cars/ds-automobiles-ds-4-59892
283,Vauxhall,Adam 1.2 Energised,LK18UBZ,Castle Donnington,Manual,4,Petrol,51,2E,128,23769,2018,9799,5126.0,14925.0,205.69,9.9,False,https://www.availablecar.com/used-cars/vauxhall-adam-53756
284,Fiat,500 1.2 Lounge,FJ68HYW,Castle Donnington,Manual,4,Petrol,46,8U,116,14951,2018,9799,3541.0,13340.0,205.69,9.9,False,https://www.availablecar.com/used-cars/fiat-500-51655
285,Vauxhall,Corsa 1.4 75 SRi,DV67OPN,Cannock,Manual,5,Petrol,55,3E,118,18156,2017,9799,3016.0,12815.0,205.69,9.9,False,https://www.availablecar.com/used-cars/vauxhall-corsa-49576
286,Skoda,Fabia 1.0 75 SE,OY17NKP,Leeds,Manual,5,Petrol,58,3E,108,31381,2017,9799,3521.0,13320.0,205.69,9.9,False,https://www.availablecar.com/used-cars/skoda-fabia-46665
287,Vauxhall,Corsa 1.4 90 SRi Vx-Line,DN17XTU,Leeds,Manual,5,Petrol,54,6E,120,23959,2017,9799,4196.0,13995.0,205.69,9.9,True,https://www.availablecar.com/used-cars/vauxhall-corsa-44545
288,Fiat,500 1.2 Lounge,AY68FFE,Leeds,Manual,4,Petrol,46,8U,116,13490,2019,9799,3741.0,13540.0,205.69,9.9,False,https://www.availablecar.com/used-cars/fiat-500-42616
289,Citroen,C3 1.2 PureTech 68 Touch,SD18WKE,Leeds,Manual,5,Petrol,58,8E,110,20238,2018,9799,1561.0,11360.0,205.69,9.9,False,https://www.availablecar.com/used-cars/citroen-c3-39234
290,Citroen,C3 1.2 PureTech 110 Feel,YF67WFL,Leeds,Manual,5,Petrol,61,16E,103,37140,2017,9799,5201.0,15000.0,205.69,9.9,False,https://www.availablecar.com/used-cars/citroen-c3-26361
291,Ssangyong,Tivoli 1.6 SE 5dr,YH68VGM,Cannock,Manual,5,Diesel,65,17D,113,29266,2018,9799,4936.0,14735.0,205.69,9.9,False,https://www.availablecar.com/used-cars/ssangyong-tivoli-24737
292,Vauxhall,Corsa 1.4 75 Sport,DP68VSL,Cannock,Manual,5,Petrol,44,4E,128,32085,2018,9799,5896.0,15695.0,205.69,9.9,False,https://www.availablecar.com/used-cars/vauxhall-corsa-20528
293,DS,DS3 1.6 THP 165 Prestige 3dr,XX13ALB,Sutton in Ashfield,Manual,5,Petrol,50,27E,129,50524,2016,9799,9441.0,19240.0,205.69,9.9,False,https://www.availablecar.com/used-cars/ds-automobiles-ds-3-19507
294,Mazda,Mazda 2 1.5 SE-L Nav,BN66YVC,Cannock,Manual,5,Petrol,62,15E,105,31109,2016,9899,4541.0,14440.0,207.79,9.9,False,https://www.availablecar.com/used-cars/mazda-mazda2-58998
295,Vauxhall,Astra GTC 1.6 CDTi 110 Limited Edition 3dr Nav,DV16UMY,Cannock,Manual,5,Diesel,67,15E,111,49615,2016,9899,14761.0,24660.0,207.79,9.9,False,https://www.availablecar.com/used-cars/vauxhall-astra-gtc-58939
296,Ford,Ecosport 1.0 E/B 125 Titanium 5dr,YJ15UWH,Leeds,Manual,5,Petrol,52,11E,125,34793,2015,9899,6041.0,15940.0,207.79,9.9,False,https://www.availablecar.com/used-cars/ford-ecosport-57246
297,Vauxhall,Corsa 1.4 90 SE,CX16KNK,Sutton in Ashfield,Manual,5,Petrol,55,6E,118,21009,2016,9899,3791.0,13690.0,207.79,9.9,False,https://www.availablecar.com/used-cars/vauxhall-corsa-55436
298,Suzuki,Swift 1.0 Boosterjet SZ-T,KM18VPE,Cannock,Manual,5,Petrol,61,25D,104,30178,2018,9899,3905.0,13804.0,207.79,9.9,False,https://www.availablecar.com/used-cars/suzuki-swift-54605
299,Skoda,Citigo 1.0 MPI 75 GreenTech SE L,AF68LUL,Castle Donnington,Manual,4,Petrol,53,3E,97,7702,2018,9899,996.0,10895.0,207.79,9.9,False,https://www.availablecar.com/used-cars/skoda-citigo-53622
300,Mini,Cooper 1.5 3dr Pepper,RF14EBJ,Cannock,Manual,4,Petrol,62,18E,105,45507,2014,9899,5346.0,15245.0,207.79,9.9,False,https://www.availablecar.com/used-cars/mini-hatch-52277
301,Vauxhall,Corsa 1.4 90 SRi,DS18FXE,Leeds,Manual,5,Petrol,55,6E,118,33462,2018,9899,3571.0,13470.0,207.79,9.9,False,https://www.availablecar.com/used-cars/vauxhall-corsa-51126
302,Suzuki,Ignis 1.2 Dualjet SZ-T,BG17FFB,Castle Donnington,Manual,4,Petrol,61,15E,104,31320,2017,9899,1545.0,11444.0,207.79,9.9,False,https://www.availablecar.com/used-cars/suzuki-ignis-50232
303,Fiat,500 1.2 Lounge 3dr,RX65UYJ,Cannock,Automatic,4,Petrol,62,8U,105,27342,2015,9899,3436.0,13335.0,207.79,9.9,False,https://www.availablecar.com/used-cars/fiat-500-47090
304,Peugeot,108 1.0 Collection,BC68CTV,Leeds,Manual,4,Petrol,57,8E,93,1192,2019,9899,3220.0,13119.0,207.79,9.9,False,https://www.availablecar.com/used-cars/peugeot-108-45048
305,Nissan,Note 1.2 DiG-S Tekna 5dr,VO64YRA,Sutton in Ashfield,Automatic,5,Petrol,54,10E,119,23346,2014,9899,7146.0,17045.0,207.79,9.9,False,https://www.availablecar.com/used-cars/nissan-note-44823
306,Citroen,C1 1.0 VTi Flair,FT19WXW,Castle Donnington,Manual,4,Petrol,58,8E,109,8528,2019,9899,2596.0,12495.0,207.79,9.9,False,https://www.availablecar.com/used-cars/citroen-c1-44631
307,Peugeot,2008 1.6 BlueHDi 100 Allure,ML16PXY,Castle Donnington,Manual,5,Diesel,76,19A,97,40562,2016,9899,8241.0,18140.0,207.79,9.9,False,https://www.availablecar.com/used-cars/peugeot-2008-38877
308,Vauxhall,Mokka 1.6i Exclusiv 5dr,DG15KVO,Castle Donnington,Manual,5,Petrol,43,6E,153,25313,2015,9899,8130.0,18029.0,207.79,9.9,False,https://www.availablecar.com/used-cars/vauxhall-mokka-38384
309,Smart,Fortwo Coupe 1.0 Prime,CSZ5189,Cannock,Manual,2,Petrol,46,3E,137,1154151,2018,9899,1991.0,11890.0,207.79,9.9,False,https://www.availablecar.com/used-cars/smart-fortwo-36401
310,Renault,Clio 1.2 Dynamique Nav,BP18YDV,Cannock,Manual,5,Petrol,50,4E,127,38827,2018,9899,4831.0,14730.0,207.79,9.9,False,https://www.availablecar.com/used-cars/renault-clio-35157
311,Fiat,500 1.2 S 3dr,EK15RCX,Sutton in Ashfield,Automatic,4,Petrol,61,9U,108,13489,2015,9899,2766.0,12665.0,207.79,9.9,False,https://www.availablecar.com/used-cars/fiat-500-28844
312,Vauxhall,Adam 1.0T Rocks,PE16FTJ,Castle Donnington,Manual,4,Petrol,56,10E,115,22360,2016,9899,6421.0,16320.0,207.79,9.9,False,https://www.availablecar.com/used-cars/vauxhall-adam-23249
313,Renault,Clio 0.9 TCE 75 Play,KL18LFH,Castle Donnington,Manual,5,Petrol,47,8E,113,30925,2018,9899,3381.0,13280.0,207.79,9.9,False,https://www.availablecar.com/used-cars/renault-clio-23107
314,Citroen,C1 1.0 VTi Urban Ride,WJ68EYZ,Castle Donnington,Manual,4,Petrol,57,8E,93,5029,2018,9899,2146.0,12045.0,207.79,9.9,False,https://www.availablecar.com/used-cars/citroen-c1-21847
315,Renault,Clio 1.2 Dynamique Nav,HK66UPX,Castle Donnington,Manual,5,Petrol,50,4E,127,23111,2017,9999,4361.0,14360.0,209.89,9.9,False,https://www.availablecar.com/used-cars/renault-clio-63703
316,Audi,A1 1.2 TFSI S Line,SW14DWL,Sutton in Ashfield,Manual,4,Petrol,55,41E,118,50221,2014,9999,6886.0,16885.0,209.89,9.9,False,https://www.availablecar.com/used-cars/audi-a1-63674
317,Suzuki,Baleno 1.2 Dualjet SZ3,CT19LPY,Leeds,Manual,5,Petrol,52,13E,121,1253,2019,9999,3050.0,13049.0,209.89,9.9,False,https://www.availablecar.com/used-cars/suzuki-baleno-63207
318,Dacia,Sandero Stepway 0.9 TCe 90 Essential 5dr,WK68KVY,Castle Donnington,Manual,5,Petrol,47,8E,141,15000,2018,9999,,,209.89,9.9,False,https://www.availablecar.com/used-cars/dacia-sandero-stepway-62913
319,Seat,Mii 1.0 Design Mii EZ,SJ69LHO,Castle Donnington,Manual,4,Petrol,53,3E,119,5302,2019,9999,1721.0,11720.0,209.89,9.9,False,https://www.availablecar.com/used-cars/seat-mii-62907
320,DS,DS3 1.6 BlueHDi 120 Prestige,KW16KKS,Cannock,Manual,5,Diesel,78,26E,94,28127,2016,9999,9441.0,19440.0,209.89,9.9,True,https://www.availablecar.com/used-cars/ds-automobiles-ds-3-61650
321,Mini,Cooper 1.5 3dr Chili Pack Pan Roof Visual,FL15KFW,Castle Donnington,Manual,4,Petrol,62,18E,105,55146,2015,9999,5431.0,15430.0,209.89,9.9,True,https://www.availablecar.com/used-cars/mini-hatch-60746
322,Citroen,C3 1.2 PureTech 82 Feel,LO66FYC,Leeds,Manual,5,Petrol,60,10E,109,29984,2016,9999,3691.0,13690.0,209.89,9.9,False,https://www.availablecar.com/used-cars/citroen-c3-59918
323,Volkswagen,Polo 1.2 TSI 90 SE,SY15YWF,Sutton in Ashfield,Manual,5,Petrol,60,15E,107,32794,2015,9999,4306.0,14305.0,209.89,9.9,False,https://www.availablecar.com/used-cars/volkswagen-polo-59869
324,Peugeot,208 1.2 PureTech 82 Black Edition,FP67XHK,Sutton in Ashfield,Manual,5,Petrol,62,11E,104,17676,2017,9999,4841.0,14840.0,209.89,9.9,False,https://www.availablecar.com/used-cars/peugeot-208-59332
325,Ford,Fiesta 1.0 E/B 125 Titanium X Nav 5dr,AF16NUC,Leeds,Manual,5,Petrol,65,16E,99,34244,2016,9999,7591.0,17590.0,209.89,9.9,True,https://www.availablecar.com/used-cars/ford-fiesta-57623
326,Fiat,500 1.2 Lounge 3dr 16in,PK19WPJ,Castle Donnington,Manual,4,Petrol,51,8U,122,20008,2019,9999,3541.0,13540.0,209.89,9.9,False,https://www.availablecar.com/used-cars/fiat-500-56113
327,Kia,Picanto 1.0 GT-line,MK67ERO,Leeds,Manual,5,Petrol,64,3E,101,16868,2017,9999,1756.0,11755.0,209.89,9.9,False,https://www.availablecar.com/used-cars/kia-picanto-55420
328,Citroen,C1 1.0 VTi ELLE,PX68LYP,Sutton in Ashfield,Manual,4,Petrol,57,8E,93,13298,2018,9999,2526.0,12525.0,209.89,9.9,False,https://www.availablecar.com/used-cars/citroen-c1-45463
329,Vauxhall,Adam 1.2 Rocks Air 3dr Technical,MJ15SJO,Sutton in Ashfield,Manual,4,Petrol,53,3E,125,10504,2015,9999,4941.0,14940.0,209.89,9.9,False,https://www.availablecar.com/used-cars/vauxhall-adam-40398
330,Fiat,500X 1.6 E-TorQ Pop Star 5dr,KP65VLM,Sutton in Ashfield,Manual,5,Petrol,44,8E,147,17369,2015,9999,6146.0,16145.0,209.89,9.9,True,https://www.availablecar.com/used-cars/fiat-500x-21139
331,Renault,Clio 0.9 TCE 90 Dynamique S Nav,LV67ECN,Cannock,Manual,5,Petrol,60,7E,105,29782,2017,10099,6636.0,16735.0,202.98,7.9,False,https://www.availablecar.com/used-cars/renault-clio-9939
332,Mini,One 1.2 5dr Pepper Pack 15in,FE15ZZY,Castle Donnington,Manual,5,Petrol,58,12E,112,44039,2015,10099,4381.0,14480.0,202.98,7.9,False,https://www.availablecar.com/used-cars/mini-hatch-57601
333,Vauxhall,Corsa 1.4 75 Griffin,FH68PJU,Castle Donnington,Manual,5,Petrol,44,4E,128,28367,2019,10099,2061.0,12160.0,202.98,7.9,False,https://www.availablecar.com/used-cars/vauxhall-corsa-57597
334,Citroen,C3 1.2 PureTech 82 Flair,KW67GEK,Sutton in Ashfield,Manual,5,Petrol,60,10E,109,47380,2018,10099,5351.0,15450.0,202.98,7.9,False,https://www.availablecar.com/used-cars/citroen-c3-56909
335,Ford,Fiesta 1.5 TDCi Zetec S Nav 3dr 17in,AU66SVP,Castle Donnington,Manual,5,Diesel,78,13E,94,42202,2016,10099,6591.0,16690.0,202.98,7.9,True,https://www.availablecar.com/used-cars/ford-fiesta-56614
336,Nissan,Juke 1.5 DCi 110 Tekna 5dr,SG15YRV,Sutton in Ashfield,Manual,5,Diesel,70,12E,104,46532,2015,10099,9011.0,19110.0,202.98,7.9,False,https://www.availablecar.com/used-cars/nissan-juke-56328
337,Fiat,500 1.2 Lounge,MX68LXH,Sutton in Ashfield,Manual,4,Petrol,46,8U,116,9871,2018,10099,3241.0,13340.0,202.98,7.9,False,https://www.availablecar.com/used-cars/fiat-500-55657
338,Fiat,Tipo Estate 1.4 Easy,GX68NTL,Sutton in Ashfield,Manual,5,Petrol,41,7E,148,29985,2018,10099,4961.0,15060.0,202.98,7.9,False,https://www.availablecar.com/used-cars/fiat-tipo-55392
339,Skoda,Fabia 1.0 75 Monte Carlo 5dr,PE16YOM,Sutton in Ashfield,Manual,5,Petrol,58,3E,108,37008,2016,10099,4491.0,14590.0,202.98,7.9,False,https://www.availablecar.com/used-cars/skoda-fabia-55054
340,Seat,Ibiza Coupe 1.2 TSI 110 FR Technology 3dr 17in,FX17VEK,Cannock,Manual,5,Petrol,54,18E,119,42347,2017,10099,5131.0,15230.0,202.98,7.9,False,https://www.availablecar.com/used-cars/seat-ibiza-54720
341,Nissan,Micra 0.9 IG-T N-Connecta,KU67PLF,Cannock,Manual,5,Petrol,64,5E,99,35368,2017,10099,5841.0,15940.0,202.98,7.9,False,https://www.availablecar.com/used-cars/nissan-micra-54716
342,Peugeot,208 1.2 PureTech 110 GT Line,YN65PVV,Leeds,Manual,5,Petrol,65,15E,99,26103,2015,10099,6541.0,16640.0,202.98,7.9,False,https://www.availablecar.com/used-cars/peugeot-208-54631
343,Seat,Ibiza 1.2 TSI 110 FR Technology 5dr 17in,YL65BZY,Sutton in Ashfield,Manual,5,Petrol,54,18E,119,34818,2016,10099,,,202.98,7.9,True,https://www.availablecar.com/used-cars/seat-ibiza-53591
344,Vauxhall,Astra 1.6 CDTi 110 Tech Line 5dr,BV67ZVG,Sutton in Ashfield,Manual,5,Diesel,85,13E,88,62076,2017,10099,9121.0,19220.0,202.98,7.9,False,https://www.availablecar.com/used-cars/vauxhall-astra-52747
345,Ford,Ecosport 1.5 TDCi Titanium 5dr 17in,WJ66XOS,Castle Donnington,Manual,5,Diesel,64,10E,115,50306,2016,10099,7841.0,17940.0,202.98,7.9,False,https://www.availablecar.com/used-cars/ford-ecosport-52100
346,Peugeot,108 1.0 72 Collection,WD69FZO,Castle Donnington,Manual,4,Petrol,58,8E,111,1782,2020,10099,4056.0,14155.0,202.98,7.9,False,https://www.availablecar.com/used-cars/peugeot-108-51804
347,Vauxhall,Astra GTC 1.6 CDTi 136 Limited Edition,AY65YBB,Sutton in Ashfield,Manual,5,Diesel,65,19E,115,27153,2015,10099,15376.0,25475.0,202.98,7.9,False,https://www.availablecar.com/used-cars/vauxhall-astra-gtc-51802
348,Fiat,500 1.2 Lounge 3dr 16in,PK19WWV,Leeds,Manual,4,Petrol,51,8U,122,17979,2019,10099,3441.0,13540.0,202.98,7.9,False,https://www.availablecar.com/used-cars/fiat-500-51004
349,Volkswagen,Up 1.0 75 High Up 5dr,CK65NPY,Sutton in Ashfield,Automatic,4,Petrol,62,3E,105,22668,2015,10099,2676.0,12775.0,202.98,7.9,False,https://www.availablecar.com/used-cars/volkswagen-up-47632
350,Ford,Fiesta 1.0 E/B 100 Titanium Nav 5dr Convenience,EG66DXM,Cannock,Manual,5,Petrol,65,11E,99,36750,2017,10099,5991.0,16090.0,202.98,7.9,True,https://www.availablecar.com/used-cars/ford-fiesta-47556
351,Vauxhall,Corsa 1.4 90 SRi,FL67XFN,Leeds,Manual,5,Petrol,55,6E,118,30715,2018,10099,3971.0,14070.0,202.98,7.9,False,https://www.availablecar.com/used-cars/vauxhall-corsa-46287
352,Fiat,500 1.2 Lounge,ND19YHJ,Cannock,Manual,4,Petrol,51,8U,114,19116,2019,10099,3441.0,13540.0,202.98,7.9,False,https://www.availablecar.com/used-cars/fiat-500-44491
353,Renault,Captur 0.9 TCE 90 Dynamique Nav,FM16BYL,Cannock,Manual,5,Petrol,55,9E,114,38993,2016,10099,5241.0,15340.0,202.98,7.9,False,https://www.availablecar.com/used-cars/renault-captur-42851
354,Kia,Picanto 1.25 2,BA68RKJ,Sutton in Ashfield,Manual,5,Petrol,49,8E,129,5294,2019,10099,1256.0,11355.0,202.98,7.9,False,https://www.availablecar.com/used-cars/kia-picanto-42366
355,Ford,Ka+ 1.2 Zetec Colour Edition,MM18WWV,Cannock,Manual,5,Petrol,56,5E,114,18379,2018,10099,1781.0,11880.0,202.98,7.9,False,https://www.availablecar.com/used-cars/ford-ka-40635
356,Kia,Rio 1.25 1,VA19VCZ,Cannock,Manual,5,Petrol,46,6E,138,46492,2019,10099,1901.0,12000.0,202.98,7.9,False,https://www.availablecar.com/used-cars/kia-rio-40071
357,Citroen,C4 Cactus 1.6 BlueHDi 100 Feel,NG16AOB,Castle Donnington,Manual,5,Diesel,78,18A,95,29334,2016,10099,6626.0,16725.0,202.98,7.9,False,https://www.availablecar.com/used-cars/citroen-c4-cactus-38773
358,Renault,Captur 1.5 dCi 90 Dynamique S Nav 5dr,DL65SVO,Sutton in Ashfield,Manual,5,Diesel,78,12E,95,41018,2015,10099,8341.0,18440.0,202.98,7.9,False,https://www.availablecar.com/used-cars/renault-captur-38291
359,Peugeot,108 1.0 Active 5dr,AK17VOV,Castle Donnington,Automatic,4,Petrol,67,6E,97,11482,2017,10099,1051.0,11150.0,202.98,7.9,True,https://www.availablecar.com/used-cars/peugeot-108-34983
360,Suzuki,Ignis 1.2 Dualjet SZ3,DH19KSO,Leeds,Manual,5,Petrol Hybrid,54,17E,98,11317,2019,10099,1550.0,11649.0,202.98,7.9,False,https://www.availablecar.com/used-cars/suzuki-ignis-15405
361,Vauxhall,Adam 1.2 Energised,SO18HVX,Sutton in Ashfield,Manual,4,Petrol,50,2E,128,12958,2018,10099,4826.0,14925.0,202.98,7.9,False,https://www.availablecar.com/used-cars/vauxhall-adam-11493
362,Abarth,595 1.4 T-Jet 160 Turismo,YO16HNN,Sutton in Ashfield,Manual,4,Petrol,47,28U,139,55240,2016,10199,7117.0,17316.0,204.99,7.9,False,https://www.availablecar.com/used-cars/abarth-595-63673
363,Dacia,Sandero Stepway 0.9 TCE 90 SE Summit 5dr,BG67TWM,Cannock,Manual,5,Petrol,55,8E,115,35309,2017,10199,581.0,10780.0,204.99,7.9,False,https://www.availablecar.com/used-cars/dacia-sandero-stepway-61027
364,Seat,Mii 1.0 75 FR Line,BF19VDL,Sutton in Ashfield,Manual,4,Petrol,51,4E,124,13694,2019,10199,2041.0,12240.0,204.99,7.9,False,https://www.availablecar.com/used-cars/seat-mii-59548
365,Ford,Fiesta 1.0 E/B 100 Zetec 3dr City,FN17HNP,Castle Donnington,Manual,5,Petrol,65,11E,99,17777,2017,10199,4541.0,14740.0,204.99,7.9,False,https://www.availablecar.com/used-cars/ford-fiesta-32054
366,Nissan,Juke 1.5 dCi 110 Acenta 5dr,YF17CZX,Castle Donnington,Manual,5,Diesel,70,12E,104,36813,2017,10299,7606.0,17905.0,2.07,7.9,False,https://www.availablecar.com/used-cars/nissan-juke-63331
367,Peugeot,208 1.2 PureTech 82 Signature,KS68EVD,Castle Donnington,Manual,5,Petrol,51,11E,110,28860,2019,10299,4505.0,14804.0,2.07,7.9,False,https://www.availablecar.com/used-cars/peugeot-208-63022
368,Dacia,Sandero Stepway 0.9 TCe 90 Essential,WK68OXV,Castle Donnington,Manual,5,Petrol,47,8E,141,12848,2018,10299,,,2.07,7.9,False,https://www.availablecar.com/used-cars/dacia-sandero-stepway-62914
369,Citroen,C4 Cactus 1.6 BlueHDi 100 Flair 5dr,WK16FGG,Sutton in Ashfield,Automatic,5,Diesel,83,18A,89,43629,2016,10299,8541.0,18840.0,2.07,7.9,False,https://www.availablecar.com/used-cars/citroen-c4-cactus-62879
370,Dacia,Sandero Stepway 0.9 TCe 90 SE Summit 5dr,BJ67MDX,Cannock,Manual,5,Petrol,55,8E,115,33848,2017,10299,481.0,10780.0,2.07,7.9,False,https://www.availablecar.com/used-cars/dacia-sandero-stepway-61028
371,Renault,Captur 0.9 TCE 90 Signature,PK15TNE,Sutton in Ashfield,Manual,5,Petrol,57,9E,113,31660,2015,10299,7141.0,17440.0,2.07,7.9,False,https://www.availablecar.com/used-cars/renault-captur-57530
372,Mini,Cooper 1.5 3dr 17in Alloys,YL14FEP,Castle Donnington,Manual,4,Petrol,62,18E,107,38563,2014,10299,4946.0,15245.0,2.07,7.9,False,https://www.availablecar.com/used-cars/mini-hatch-55563
373,Ford,Fiesta 1.0 E/B 100 Zetec,NU66YKK,Leeds,Manual,5,Petrol,65,11E,99,15246,2016,10299,4791.0,15090.0,2.07,7.9,False,https://www.availablecar.com/used-cars/ford-fiesta-54286
